1350,"Boutheon","St.-etienne","France","EBU","LFMH",45.540554,4.296389,1325,1,"E"
1351,"Le Tube","Istres","France","","LFMI",43.522736,4.923844,82,1,"E"
1352,"Salvaza","Carcassonne","France","CCF","LFMK",43.215978,2.306317,433,1,"E"
1353,"Provence","Marseille","France","MRS","LFML",43.435555,5.213611,74,1,"E"
1354,"Cote D Azur","Nice","France","NCE","LFMN",43.658411,7.215872,12,1,"E"
1355,"Caritat","Orange","France","","LFMO",44.140481,4.866717,197,1,"E"
1356,"Rivesaltes","Perpignan","France","PGF","LFMP",42.740442,2.870667,144,1,"E"
1357,"Le Castellet","Le Castellet","France","CTT","LFMQ",43.252506,5.785189,1391,1,"E"
1358,"Deaux","Ales","France","","LFMS",44.069656,4.142122,668,1,"E"
1359,"Mediterranee","Montpellier","France","MPL","LFMT",43.576194,3.963014,17,1,"E"
1360,"Vias","Beziers","France","BZR","LFMU",43.323522,3.353903,56,1,"E"
1361,"Caumont","Avignon","France","AVN","LFMV",43.9073,4.901831,124,1,"E"
1362,"Salon","Salon","France","","LFMY",43.606415,5.10925,195,1,"E"
1363,"Lezignan Corbieres","Lezignan-corbieres","France","","LFMZ",43.175835,2.734167,207,1,"E"
1364,"Brenoux","Mende","France","MEN","LFNB",44.502108,3.532819,3362,1,"E"
1365,"Carpentras","Carpentras","France","","LFNH",44.029847,5.078058,394,1,"E"
1366,"Avord","Avord","France","","LFOA",47.053333,2.6325,580,1,"E"
1367,"Tille","Beauvais","France","BVA","LFOB",49.454444,2.112778,359,1,"E"
1368,"Chateaudun","Chateaudun","France","","LFOC",48.058142,1.376625,433,1,"E"
1369,"St Florent","Saumur","France","","LFOD",47.256839,-0.115142,269,1,"E"
1370,"Fauville","Evreux","France","","LFOE",49.028669,1.219864,464,1,"E"
1371,"Octeville","Le Havre","France","LEH","LFOH",49.533889,0.088056,312,1,"E"
1372,"Abbeville","Abbeville","France","","LFOI",50.143492,1.831892,220,1,"E"
1373,"Bricy","Orleans","France","ORE","LFOJ",47.987778,1.760556,412,1,"E"
1374,"Vatry","Chalons","France","","LFOK",48.776072,4.184492,587,1,"E"
1375,"Vallee De Seine","Rouen","France","URO","LFOP",49.384172,1.1748,512,1,"E"
1376,"Val De Loire","Tours","France","TUF","LFOT",47.432222,0.727606,357,1,"E"
1377,"Le Pontreau","Cholet","France","CET","LFOU",47.082136,-0.877064,443,1,"E"
1378,"Entrammes","Laval","France","LVA","LFOV",48.031361,-0.742986,330,1,"E"
1379,"St Denis De L Hotel","Orleans","France","","LFOZ",47.896946,2.163333,396,1,"E"
1380,"Le Bourget","Paris","France","LBG","LFPB",48.969444,2.441389,218,1,"E"
1381,"Creil","Creil","France","CSF","LFPC",49.253547,2.519139,291,1,"E"
1382,"Charles De Gaulle","Paris","France","CDG","LFPG",49.012779,2.55,392,1,"E"
1383,"Voisins","Coulommiers","France","","LFPK",48.837653,3.016117,470,1,"E"
1384,"Villaroche","Melun","France","","LFPM",48.604725,2.671119,302,1,"E"
1385,"Toussus Le Noble","Toussous-le-noble","France","TNF","LFPN",48.751922,2.106189,538,1,"E"
1386,"Orly","Paris","France","ORY","LFPO",48.725278,2.359444,291,1,"E"
1387,"Cormeilles En Vexin","Pontoise","France","POX","LFPT",49.096647,2.040833,325,1,"E"
1388,"Velizy","Villacoublay","France","","LFPV",48.774406,2.201536,584,1,"E"
1389,"Prunay","Reims","France","","LFQA",49.208689,4.156581,313,1,"E"
1390,"Barberey","Troyes","France","QYR","LFQB",48.322136,4.016703,388,1,"E"
1391,"Croismare","Luneville","France","","LFQC",48.593275,6.543456,790,1,"E"
1392,"Rouvres","Etain","France","","LFQE",49.226917,5.672219,770,1,"E"
1393,"Bellevue","Autun","France","","LFQF",46.967283,4.260572,997,1,"E"
1394,"Fourchambault","Nevers","France","NVS","LFQG",47.002625,3.113333,602,1,"E"
1395,"Epinoy","Cambrai","France","","LFQI",50.221814,3.154236,257,1,"E"
1396,"Elesmes","Maubeuge","France","","LFQJ",50.310467,4.033119,452,1,"E"
1397,"La Veze","Besancon-la-veze","France","","LFQM",47.206567,6.083681,1271,1,"E"
1398,"Bourscheid","Phalsbourg","France","","LFQP",48.76625,7.200519,1017,1,"E"
1399,"Lesquin","Lille","France","LIL","LFQQ",50.561942,3.089444,157,1,"E"
1400,"Calonne","Merville","France","","LFQT",50.618394,2.642242,61,1,"E"
1401,"Charleville Mezieres","Charleville","France","","LFQV",49.783942,4.647078,492,1,"E"
1402,"Frotey","Vesoul-frotey","France","","LFQW",47.637611,6.203922,1249,1,"E"
1403,"Guipavas","Brest","France","BES","LFRB",48.447911,-4.418539,325,1,"E"
1404,"Maupertus","Cherbourg","France","CER","LFRC",49.650106,-1.470281,459,1,"E"
1405,"Pleurtuit","Dinard","France","DNR","LFRD",48.587683,-2.079958,219,1,"E"
1406,"Escoublac","La Baule","France","","LFRE",47.289444,-2.346389,105,1,"E"
1407,"Granville","Granville","France","","LFRF",48.883057,-1.564167,45,1,"E"
1408,"St Gatien","Deauville","France","DOL","LFRG",49.365339,0.154306,479,1,"E"
1409,"Lann Bihoue","Lorient","France","LRT","LFRH",47.760555,-3.44,160,1,"E"
1410,"Les Ajoncs","La Roche-sur-yon","France","EDM","LFRI",46.701944,-1.378625,299,1,"E"
1411,"Landivisiau","Landivisiau","France","","LFRJ",48.530258,-4.151642,348,1,"E"
1412,"Carpiquet","Caen","France","CFR","LFRK",49.173333,-0.45,256,1,"E"
1413,"Poulmic","Lanvedoc","France","","LFRL",48.281703,-4.445017,287,1,"E"
1414,"Arnage","Le Mans","France","LME","LFRM",47.948611,0.201667,194,1,"E"
1415,"St Jacques","Rennes","France","RNS","LFRN",48.069508,-1.734794,124,1,"E"
1416,"Lannion","Lannion","France","LAI","LFRO",48.754378,-3.471656,290,1,"E"
1417,"Pluguffan","Quimper","France","UIP","LFRQ",47.974981,-4.167786,297,1,"E"
1418,"Nantes Atlantique","Nantes","France","NTE","LFRS",47.153189,-1.610725,90,1,"E"
1419,"Armor","St.-brieuc Armor","France","SBK","LFRT",48.537777,-2.854445,453,1,"E"
1420,"Ploujean","Morlaix","France","MXN","LFRU",48.603222,-3.815783,272,1,"E"
1421,"Meucon","Vannes","France","VNE","LFRV",47.723303,-2.718561,440,1,"E"
1422,"Montoir","St.-nazaire","France","SNR","LFRZ",47.312189,-2.149181,13,1,"E"
1423,"Bale Mulhouse","Mulhouse","France","MLH","LFSB",47.589583,7.529914,885,1,"E"
1424,"Meyenheim","Colmar","France","","LFSC",47.921978,7.399669,693,1,"E"
1425,"Longvic","Dijon","France","DIJ","LFSD",47.26889,5.09,726,1,"E"
1426,"Frescaty","Metz","France","MZM","LFSF",49.071667,6.131667,629,1,"E"
1427,"Mirecourt","Epinal","France","EPL","LFSG",48.324961,6.069983,1084,1,"E"
1428,"Haguenau","Haguenau","France","","LFSH",48.794331,7.817613,491,1,"E"
1429,"Robinson","St.-dizier","France","","LFSI",48.636008,4.899417,458,1,"E"
1430,"Courcelles","Montbeliard","France","","LFSM",47.487,6.790536,1041,1,"E"
1431,"Essey","Nancy","France","ENC","LFSN",48.692069,6.230458,751,1,"E"
1432,"Ochey","Nancy","France","","LFSO",48.583056,5.955,1106,1,"E"
1433,"Pontarlier","Pontarlier","France","","LFSP",46.903958,6.327367,2683,1,"E"
1434,"Champagne","Reims","France","RHE","LFSR",49.31,4.05,312,1,"E"
1435,"Entzheim","Strassbourg","France","SXB","LFST",48.538319,7.628233,505,1,"E"
1436,"Saint Sauveur","Luxeuil","France","","LFSX",47.783131,6.364056,913,1,"E"
1437,"Pierrefeu","Cuers","France","","LFTF",43.247803,6.126697,266,1,"E"
1438,"Le Palyvestre","Hyeres","France","TLN","LFTH",43.0973,6.14603,7,1,"E"
1439,"Garons","Nimes","France","FNI","LFTW",43.757444,4.416347,309,1,"E"
1440,"Miquelon","Miquelon","Saint Pierre and Miquelon","","LFVM",47.095472,-56.380278,10,-4,"U"
1441,"St Pierre","St.-pierre","Saint Pierre and Miquelon","FSP","LFVP",46.762904,-56.173088,27,-4,"U"
1442,"Amberieu","Amberieu","France","","LFXA",45.987335,5.328445,823,1,"E"
1443,"Damblain","Damblain","France","","LFYD",48.086325,5.664058,1280,1,"E"
1444,"Andravida","Andravida","Greece","PYR","LGAD",37.920708,21.292583,55,2,"E"
1445,"Agrinion","Agrinion","Greece","AGQ","LGAG",38.602022,21.351208,154,2,"E"
1446,"Dimokritos","Alexandroupolis","Greece","AXD","LGAL",40.855869,25.956264,24,2,"E"
1447,"Alexandria","Alexandria","Greece","","LGAX",40.651128,22.488739,27,2,"E"
1448,"Nea Anchialos","Nea Anghialos","Greece","VOL","LGBL",39.219619,22.794339,83,2,"E"
1449,"Elefsis","Elefsis","Greece","","LGEL",38.063831,23.556011,143,2,"E"
1450,"Chios","Chios","Greece","JKH","LGHI",38.343175,26.140572,15,2,"E"
1451,"Ioannina","Ioannina","Greece","IOA","LGIO",39.696388,20.8225,1558,2,"E"
1452,"Nikos Kazantzakis","Heraklion","Greece","HER","LGIR",35.339719,25.180297,115,2,"E"
1453,"Aristotelis","Kastoria","Greece","KSO","LGKA",40.446294,21.282186,2167,2,"E"
1454,"Kithira","Kithira","Greece","KIT","LGKC",36.274258,23.016978,1045,2,"E"
1455,"Kefallinia","Keffallinia","Greece","EFL","LGKF",38.120069,20.500481,59,2,"E"
1456,"Kalamata","Kalamata","Greece","KLX","LGKL",37.068319,22.025525,26,2,"E"
1457,"Amigdhaleon","Kavala","Greece","","LGKM",40.972775,24.341417,203,2,"E"
1458,"Kos","Kos","Greece","KGS","LGKO",36.793335,27.091667,412,2,"E"
1459,"Karpathos","Karpathos","Greece","AOK","LGKP",35.421408,27.146008,66,2,"E"
1460,"Ioannis Kapodistrias Intl","Kerkyra/corfu","Greece","CFU","LGKR",39.601944,19.911667,6,2,"E"
1461,"Kasos","Kasos","Greece","KSJ","LGKS",35.421358,26.910047,35,2,"E"
1462,"Megas Alexandros Intl","Kavala","Greece","KVA","LGKV",40.913306,24.619223,18,2,"E"
1463,"Filippos","Kozani","Greece","KZI","LGKZ",40.28611,21.840834,2059,2,"E"
1464,"Leros","Leros","Greece","LRS","LGLE",37.184903,26.800289,39,2,"E"
1465,"Limnos","Limnos","Greece","LXS","LGLM",39.917072,25.236308,14,2,"E"
1466,"Larisa","Larissa","Greece","LRA","LGLR",39.650253,22.4655,241,2,"E"
1467,"Megara","Megara","Greece","","LGMG",37.981114,23.365422,12,2,"E"
1468,"Mikonos","Mykonos","Greece","JMK","LGMK",37.435128,25.348103,405,2,"E"
1469,"Mitilini","Mytilini","Greece","MJT","LGMT",39.056667,26.598333,60,2,"E"
1470,"Aktio","Preveza","Greece","PVK","LGPZ",38.925467,20.765311,11,2,"E"
1471,"Maritsa","Rhodos","Greece","","LGRD",36.383056,28.108889,204,2,"E"
1472,"Rhodes Diagoras","Rhodos","Greece","RHO","LGRP",36.405419,28.086192,17,2,"E"
1473,"Araxos","Patras","Greece","GPA","LGRX",38.151111,21.425556,46,2,"E"
1474,"Souda","Chania","Greece","CHQ","LGSA",35.531747,24.149678,490,2,"E"
1475,"Alexandros Papadiamantis","Skiathos","Greece","JSI","LGSK",39.1771,23.503675,54,2,"E"
1476,"Samos","Samos","Greece","SMI","LGSM",37.689999,26.911667,19,2,"E"
6886,"Ashford","Lympne","United Kingdom","LYM","EGMK",51.083333,1.016667,351,0,"E"
1478,"Sparti","Sparti","Greece","","LGSP",36.973892,22.526292,500,2,"E"
1479,"Santorini","Santorini","Greece","JTR","LGSR",36.399169,25.479333,127,2,"E"
1480,"Sitia","Sitia","Greece","JSH","LGST",35.216108,26.101325,376,2,"E"
1481,"Stefanovikion","Stefanovikion","Greece","","LGSV",39.48,22.767222,146,2,"E"
1482,"Skiros","Skiros","Greece","SKU","LGSY",38.967553,24.487228,44,2,"E"
1483,"Tanagra","Tanagra","Greece","","LGTG",38.339847,23.564958,485,2,"E"
1484,"Kasteli","Kasteli","Greece","","LGTL",35.192019,25.327,1180,2,"E"
1485,"Tripolis","Tripolis","Greece","","LGTP",37.530567,22.403633,2113,2,"E"
1486,"Makedonia","Thessaloniki","Greece","SKG","LGTS",40.519725,22.97095,22,2,"E"
1487,"Tatoi","Dekelia","Greece","","LGTT",38.108928,23.783836,785,2,"E"
1488,"Dionysios Solomos","Zakynthos","Greece","ZTH","LGZA",37.750853,20.88425,15,2,"E"
1489,"Ferihegy","Budapest","Hungary","BUD","LHBP",47.436933,19.255592,495,1,"E"
1490,"Debrecen","Debrecen","Hungary","DEB","LHDC",47.488917,21.615333,359,1,"E"
1491,"Kecskemet","Kecskemet","Hungary","","LHKE",46.9175,19.749222,376,1,"E"
1492,"Nyiregyhaza","Nyirregyhaza","Hungary","","LHNY",47.983892,21.692317,338,1,"E"
1493,"Ocseny","Ocseny","Hungary","","LHOY",46.303889,18.769167,295,1,"E"
6885,"Door County Cherryland Airport","Sturgeon Bay","United States","SUE",\N,44.8436667,-87.4215556,725,-6,"U"
1496,"Szentkiralyszabadja","Azentkilyszabadja","Hungary","","LHSA",47.077861,17.968444,919,1,"E"
1498,"Szolnok","Szolnok","Hungary","","LHSN",47.122861,20.2355,322,1,"E"
1499,"Amendola","Amendola","Italy","","LIBA",41.541392,15.718083,183,1,"E"
1500,"Crotone","Crotone","Italy","CRV","LIBC",38.997225,17.080169,521,1,"E"
1501,"Bari","Bari","Italy","BRI","LIBD",41.138856,16.760594,177,1,"E"
1502,"Gino Lisa","Foggia","Italy","FOG","LIBF",41.432917,15.535028,266,1,"E"
1503,"Grottaglie","Grottaglie","Italy","TAR","LIBG",40.517514,17.403212,215,1,"E"
1504,"Lecce","Lecce","Italy","LCC","LIBN",40.239228,18.133325,156,1,"E"
1505,"Pescara","Pescara","Italy","PSR","LIBP",42.431656,14.181067,48,1,"E"
1506,"Casale","Brindisi","Italy","BDS","LIBR",40.657633,17.947033,47,1,"E"
1507,"Gioia Del Colle","Gioia Del Colle","Italy","","LIBV",40.767833,16.933333,1187,1,"E"
1508,"Lamezia Terme","Lamezia","Italy","SUF","LICA",38.905394,16.242269,39,1,"E"
1509,"Catania Fontanarossa","Catania","Italy","CTA","LICC",37.466781,15.0664,39,1,"E"
1510,"Lampedusa","Lampedusa","Italy","LMP","LICD",35.497914,12.618083,70,1,"E"
1511,"Pantelleria","Pantelleria","Italy","PNL","LICG",36.816519,11.968864,635,1,"E"
1512,"Palermo","Palermo","Italy","PMO","LICJ",38.175958,13.091019,65,1,"E"
1513,"Boccadifalco","Palermo","Italy","","LICP",38.110833,13.313333,345,1,"E"
1514,"Reggio Calabria","Reggio Calabria","Italy","REG","LICR",38.071206,15.651556,96,1,"E"
1515,"Trapani Birgi","Trapani","Italy","TPS","LICT",37.911403,12.487961,24,1,"E"
1516,"Sigonella","Sigonella","Italy","NSY","LICZ",37.401664,14.922358,79,1,"E"
1517,"Alghero","Alghero","Italy","AHO","LIEA",40.632133,8.290772,87,1,"E"
1518,"Decimomannu","Decimomannu","Italy","DCI","LIED",39.354222,8.972481,100,1,"E"
1519,"Elmas","Cagliari","Italy","CAG","LIEE",39.251469,9.054283,13,1,"E"
1520,"Olbia Costa Smeralda","Olbia","Italy","OLB","LIEO",40.898661,9.517628,37,1,"E"
1521,"Tortoli","Tortoli","Italy","TTB","LIET",39.918761,9.682981,23,1,"E"
1522,"Aeritalia","Turin","Italy","","LIMA",45.086353,7.603375,943,1,"E"
1523,"Bresso","Milano","Italy","","LIMB",45.542222,9.203333,484,1,"E"
1524,"Malpensa","Milano","Italy","MXP","LIMC",45.630606,8.728111,767,1,"E"
1525,"Bergamo Orio Al Serio","Bergamo","Italy","BGY","LIME",45.673889,9.704166,782,1,"E"
1526,"Torino","Torino","Italy","TRN","LIMF",45.200761,7.649631,989,1,"E"
1527,"Albenga","Albenga","Italy","ALL","LIMG",44.050608,8.127428,148,1,"E"
1528,"Genova Sestri","Genoa","Italy","GOA","LIMJ",44.413333,8.8375,13,1,"E"
1529,"Linate","Milan","Italy","LIN","LIML",45.445103,9.276739,353,1,"E"
1530,"Cameri","Cameri","Italy","","LIMN",45.529592,8.669225,586,1,"E"
1531,"Parma","Parma","Italy","PMF","LIMP",44.824483,10.296367,161,1,"E"
1532,"Piacenza","Piacenza","Italy","QPZ","LIMS",44.913055,9.723333,456,1,"E"
6884,"Shoestring Aviation Airfield","Stewartstown","United States","0P2",\N,39.7948244,-76.6471914,1000,-5,"U"
1534,"Levaldigi","Levaldigi","Italy","CUF","LIMZ",44.547019,7.623217,1267,1,"E"
1535,"Aviano Ab","Aviano","Italy","AVB","LIPA",46.031889,12.596472,410,1,"E"
1536,"Bolzano","Bolzano","Italy","BZO","LIPB",46.460194,11.326383,789,1,"E"
1537,"Cervia","Cervia","Italy","","LIPC",44.224175,12.307203,18,1,"E"
1538,"Bologna","Bologna","Italy","BLQ","LIPE",44.535444,11.288667,123,1,"E"
1539,"Treviso","Treviso","Italy","TSF","LIPH",45.6484,12.194422,59,1,"E"
1540,"Rivolto","Rivolto","Italy","","LIPI",45.97875,13.049331,179,1,"E"
1541,"Forli","Forli","Italy","FRL","LIPK",44.194753,12.070094,97,1,"E"
1542,"Ghedi","Ghedi","Italy","","LIPL",45.432167,10.267667,333,1,"E"
1543,"Verona Boscomantico","Verona","Italy","","LIPN",45.472017,10.927919,286,1,"E"
1544,"Montichiari","Montichiari","Italy","VBS","LIPO",45.428889,10.330556,356,1,"E"
1545,"Ronchi Dei Legionari","Ronchi De Legionari","Italy","TRS","LIPQ",45.8275,13.472222,37,1,"E"
1546,"Rimini","Rimini","Italy","RMI","LIPR",44.020292,12.611747,41,1,"E"
1547,"Istrana","Treviso","Italy","","LIPS",45.684867,12.082881,137,1,"E"
1548,"Vicenza","Vicenza","Italy","VIC","LIPT",45.573411,11.52955,128,1,"E"
1549,"Padova","Padova","Italy","QPA","LIPU",45.395767,11.847903,44,1,"E"
1550,"Villafranca","Villafranca","Italy","VRN","LIPX",45.395706,10.888533,239,1,"E"
1551,"Venezia Tessera","Venice","Italy","VCE","LIPZ",45.505278,12.351944,7,1,"E"
1552,"Ampugnano","Siena","Italy","SAY","LIQS",43.256286,11.255036,634,1,"E"
1553,"Ciampino","Rome","Italy","CIA","LIRA",41.799361,12.594936,427,1,"E"
1554,"Pratica Di Mare","Pratica Di Mare","Italy","","LIRE",41.654522,12.445183,41,1,"E"
1555,"Fiumicino","Rome","Italy","FCO","LIRF",41.804475,12.250797,15,1,"E"
1556,"Guidonia","Guidonia","Italy","","LIRG",41.990278,12.740833,289,1,"E"
1558,"Marina Di Campo","Marina Di Campo","Italy","EBA","LIRJ",42.760277,10.239445,31,1,"E"
1559,"Latina","Latina","Italy","QLT","LIRL",41.542436,12.909019,93,1,"E"
1560,"Grazzanise","Grazzanise","Italy","","LIRM",41.060833,14.081944,29,1,"E"
1561,"Capodichino","Naples","Italy","NAP","LIRN",40.886033,14.290781,294,1,"E"
1562,"Pisa","Pisa","Italy","PSA","LIRP",43.683917,10.39275,6,1,"E"
1563,"Firenze","Firenze","Italy","FLR","LIRQ",43.809953,11.2051,142,1,"E"
1564,"Grosseto","Grosseto","Italy","GRS","LIRS",42.759747,11.071897,15,1,"E"
1565,"Urbe","Rome","Italy","","LIRU",41.951946,12.498889,55,1,"E"
1566,"Viterbo","Viterbo","Italy","","LIRV",42.430183,12.064156,990,1,"E"
1567,"Perugia","Perugia","Italy","PEG","LIRZ",43.095906,12.513222,693,1,"E"
1568,"Cerklje","Cerklje","Slovenia","","LJCE",45.899971,15.530194,510,1,"E"
1569,"Ljubljana","Ljubliana","Slovenia","LJU","LJLJ",46.223686,14.457611,1273,1,"E"
1570,"Maribor","Maribor","Slovenia","MBX","LJMB",46.479861,15.686131,876,1,"E"
1571,"Portoroz","Portoroz","Slovenia","POW","LJPZ",45.473353,13.614978,7,1,"E"
1572,"Slovenj Gradec","Slovenj Gradec","Slovenia","","LJSG",46.471975,15.116997,1645,1,"E"
1573,"Ceske Budejovice","Ceske Budejovice","Czech Republic","","LKCS",48.946381,14.427464,1417,1,"E"
1574,"Caslav","Caslav","Czech Republic","","LKCV",49.939653,15.381808,794,1,"E"
1575,"Hradec Kralove","Hradec Kralove","Czech Republic","","LKHK",50.2532,15.845228,791,1,"E"
1576,"Horovice","Horovice","Czech Republic","","LKHV",49.848111,13.893506,1214,1,"E"
1577,"Kbely","Praha","Czech Republic","","LKKB",50.121367,14.543642,939,1,"E"
1578,"Kunovice","Kunovice","Czech Republic","","LKKU",49.029444,17.439722,581,1,"E"
1579,"Karlovy Vary","Karlovy Vary","Czech Republic","KLV","LKKV",50.202978,12.914983,1989,1,"E"
1580,"Plzen Line","Line","Czech Republic","","LKLN",49.675172,13.274617,1188,1,"E"
1581,"Mnichovo Hradiste","Mnichovo Hradiste","Czech Republic","","LKMH",50.540211,15.006592,800,1,"E"
1582,"Mosnov","Ostrava","Czech Republic","OSR","LKMT",49.696292,18.111053,844,1,"E"
1583,"Namest","Namest","Czech Republic","","LKNA",49.165833,16.124925,1548,1,"E"
1584,"Pardubice","Pardubice","Czech Republic","PED","LKPD",50.013419,15.738647,741,1,"E"
1585,"Pribram","Pribram","Czech Republic","","LKPM",49.720078,14.100567,1529,1,"E"
1586,"Prerov","Prerov","Czech Republic","PRV","LKPO",49.425833,17.404722,676,1,"E"
1587,"Ruzyne","Prague","Czech Republic","PRG","LKPR",50.100833,14.26,1247,1,"E"
1588,"Turany","Turany","Czech Republic","BRQ","LKTB",49.151269,16.694433,778,1,"E"
1589,"Vodochody","Vodochody","Czech Republic","","LKVO",50.216581,14.395806,919,1,"E"
1590,"Ben Gurion","Tel-aviv","Israel","TLV","LLBG",32.011389,34.886667,135,2,"U"
1591,"Teyman","Beer-sheba","Israel","BEV","LLBS",31.287003,34.722953,656,2,"U"
1592,"Tel Nov","Tel-nof","Israel","","LLEK",31.839472,34.821844,193,2,"U"
1593,"Eyn Shemer","Eyn-shemer","Israel","","LLES",32.440814,35.007661,95,2,"U"
1594,"Eilat","Elat","Israel","ETH","LLET",29.561281,34.960081,42,2,"U"
1595,"En Yahav","Eyn-yahav","Israel","","LLEY",30.621656,35.203325,-164,2,"U"
1596,"Haifa","Haifa","Israel","HFA","LLHA",32.809444,35.043056,28,2,"U"
1597,"Hatzor","Haztor","Israel","","LLHS",31.7625,34.727222,148,2,"U"
1598,"Mahanaim I Ben Yaakov","Rosh Pina","Israel","RPN","LLIB",32.981047,35.571908,922,2,"U"
1599,"Megiddo","Megido Airstrip","Israel","","LLMG",32.597139,35.228803,200,2,"U"
1600,"I Bar Yehuda","Metzada","Israel","","LLMZ",31.328169,35.388608,-1266,2,"U"
1601,"Nevatim Ab","Nevatim","Israel","","LLNV",31.208347,35.0123,1330,2,"U"
1602,"Ovda","Ovda","Israel","VDA","LLOV",29.94025,34.93585,1492,2,"U"
1603,"Ramat David","Ramat David","Israel","","LLRD",32.665142,35.179458,185,2,"U"
1604,"Ramon","Ramon","Israel","","LLRM",30.776061,34.666769,2126,2,"U"
1605,"Sde Dov","Tel-aviv","Israel","SDV","LLSD",32.114661,34.782239,43,2,"U"
1606,"Luqa","Malta","Malta","MLA","LMML",35.857497,14.4775,300,1,"E"
1607,"Wiener Neustadt East","Wiener Neustadt Ost","Austria","","LOAN",47.843333,16.260139,896,1,"E"
1608,"Wels","Wels","Austria","","LOLW",48.183304,14.040861,1043,1,"E"
1609,"Graz","Graz","Austria","GRZ","LOWG",46.991067,15.439628,1115,1,"E"
1610,"Innsbruck","Innsbruck","Austria","INN","LOWI",47.260219,11.343964,1906,1,"E"
1611,"Linz","Linz","Austria","LNZ","LOWL",48.233219,14.187511,978,1,"E"
1612,"Salzburg","Salzburg","Austria","SZG","LOWS",47.793304,13.004333,1411,1,"E"
1613,"Schwechat","Vienna","Austria","VIE","LOWW",48.110278,16.569722,600,1,"E"
1614,"Klagenfurt","Klagenfurt","Austria","","LOXK",46.642514,14.337739,1470,1,"E"
1615,"Zeltweg","Zeltweg","Austria","","LOXZ",47.202751,14.744223,2220,1,"E"
1616,"Alverca","Alverca","Portugal","","LPAR",38.883278,-9.030097,11,0,"E"
1617,"Santa Maria","Santa Maria (island)","Portugal","SMA","LPAZ",36.97139,-25.170639,308,-1,"E"
1618,"Braganca","Braganca","Portugal","BGC","LPBG",41.8578,-6.707125,2241,0,"E"
1619,"Beja","Beja (madeira)","Portugal","","LPBJ",38.078903,-7.932397,636,0,"E"
1620,"Braga","Braga","Portugal","","LPBR",41.587058,-8.445139,247,0,"E"
1621,"Coimbra","Coimba","Portugal","","LPCO",40.157223,-8.47,587,0,"E"
1622,"Cascais","Cascais","Portugal","","LPCS",38.725025,-9.355231,326,0,"E"
1623,"Covilha","Covilha","Portugal","","LPCV",40.264772,-7.479958,1572,0,"E"
1624,"Evora","Evora","Portugal","","LPEV",38.533472,-7.889639,807,0,"E"
1625,"Flores","Flores (flores Isl.)","Portugal","FLW","LPFL",39.455272,-31.131361,112,-1,"E"
1626,"Faro","Faro","Portugal","FAO","LPFR",37.014425,-7.965911,24,0,"E"
1627,"Graciosa","Graciosa Island","Portugal","GRW","LPGR",39.092169,-28.029847,86,-1,"E"
1628,"Horta","Horta","Portugal","HOR","LPHR",38.519894,-28.715872,118,-1,"E"
1629,"Lajes","Lajes (terceira Island)","Portugal","TER","LPLA",38.761842,-27.090797,180,-1,"E"
1630,"Monte Real","Monte Real","Portugal","","LPMR",39.831244,-8.887261,187,0,"E"
1631,"Montijo","Montijo","Portugal","","LPMT",38.703861,-9.035916,46,0,"E"
1632,"Ovar","Ovar","Portugal","","LPOV",40.915867,-8.645919,56,0,"E"
1633,"Ponta Delgada","Ponta Delgada","Portugal","PDL","LPPD",37.741184,-25.69787,259,-1,"E"
1634,"Pico","Pico","Portugal","PIX","LPPI",38.554333,-28.441333,109,-1,"E"
1635,"Portimao","Portimao","Portugal","","LPPM",37.149331,-8.583961,5,0,"E"
1636,"Porto","Porto","Portugal","OPO","LPPR",41.248055,-8.681389,228,0,"E"
1637,"Porto Santo","Porto Santo","Portugal","PXO","LPPS",33.073386,-16.349975,341,0,"E"
1638,"Lisboa","Lisbon","Portugal","LIS","LPPT",38.781311,-9.135919,374,0,"E"
1639,"Sao Jorge","Sao Jorge Island","Portugal","SJZ","LPSJ",38.6655,-28.175817,311,-1,"E"
1640,"Sintra","Sintra","Portugal","","LPST",38.831053,-9.339553,440,0,"E"
1641,"Tancos","Tancos","Portugal","","LPTN",39.47514,-8.364583,266,0,"E"
1642,"Vila Real","Vila Real","Portugal","VRL","LPVR",41.274334,-7.720472,1805,0,"E"
1643,"Viseu","Viseu","Portugal","","LPVZ",40.725539,-7.888992,2060,0,"E"
6883,"Eastern Oregon Regional Airport","Pendleton","United States","PDT","KPDT",45.695,-118.841389,1497,-7,"A"
1645,"Mostar","Mostar","Bosnia and Herzegovina","OMO","LQMO",43.2829,17.845878,156,1,"E"
1646,"Sarajevo","Sarajevo","Bosnia and Herzegovina","SJJ","LQSA",43.824583,18.331467,1708,1,"E"
1647,"Arad","Arad","Romania","ARW","LRAR",46.17655,21.262022,352,2,"E"
1648,"Bacau","Bacau","Romania","BCM","LRBC",46.521946,26.910278,607,2,"E"
1649,"Tautii Magheraus","Baia Mare","Romania","BAY","LRBM",47.658389,23.470022,605,2,"E"
1650,"Aurel Vlaicu","Bucharest","Romania","BBU","LRBS",44.503194,26.102111,297,2,"E"
1651,"Mihail Kogalniceanu","Constanta","Romania","CND","LRCK",44.362222,28.488333,353,2,"E"
1652,"Cluj Napoca","Cluj-napoca","Romania","CLJ","LRCL",46.785167,23.686167,1036,2,"E"
1653,"Caransebes","Caransebes","Romania","CSB","LRCS",45.42,22.253333,866,2,"E"
